,Topic,Words,Frequency,Timestamp
11777,6,"bundesstraße, kleineren, gewaessern, fluss, meldestufe",3,2021-01-29 11:15:50.400000+00:00
11778,10,"polizeipraesidiums, winter, wasser, polizeiinspektion, pluenderer",1,2021-01-29 11:15:50.400000+00:00
11779,11,"alarmstufe, sirenenalarm, probealarm, alarmsystem, drohenden",1,2021-01-29 11:15:50.400000+00:00
11780,12,"pressemitteilung, headline, nachrichtenagentur, tennessee, hashtag",1,2021-01-29 11:15:50.400000+00:00
11781,25,"germersheim, wuerttemberg, schifffahrt, stadtgemeinde, pfarrstraße",1,2021-01-29 11:15:50.400000+00:00
11782,27,"gesperrt, steigt, rhein, traktor, abendstunden",2,2021-01-29 11:15:50.400000+00:00
11783,28,"turbulentes, schneesturm, eisregen, schneeschmelze, gestartet",5,2021-01-29 11:15:50.400000+00:00
11784,32,"rheinufer, patent, aussehen, rutschten, wasserburg",2,2021-01-29 11:15:50.400000+00:00
11785,39,"reinhardswald, schneeschmelze, stadtgemeinde, land, kreiseuskirchen",1,2021-01-29 11:15:50.400000+00:00
11786,45,"polder, entspannt, stadtgemeinde, steilufer, ortrhein",1,2021-01-29 11:15:50.400000+00:00
11787,50,"stadt, hochwasser, nk, januar, fischauktionshalle",1,2021-01-29 11:15:50.400000+00:00
11788,53,"hilfeaufruf, heimatstadt, viele, touristen, biomuell",1,2021-01-29 11:15:50.400000+00:00
11789,56,"samstagnachmittag, stadtgemeinde, kuriosen, winters, freitagmittag",2,2021-01-29 11:15:50.400000+00:00
11790,57,"gebag, klagen, stadt, schutzkleidung, trinkwasservorraete",1,2021-01-29 11:15:50.400000+00:00
11791,62,"straßensperrung, aufraeumarbeiten, wasserhaushalt, hart, spoiler",2,2021-01-29 11:15:50.400000+00:00
11792,66,"hamburg, glueck, schnee, klimawandels, hitzestress",1,2021-01-29 11:15:50.400000+00:00
11793,67,"hochwasser, openstreetmap, klimageblubber, fynn, lagerraum",1,2021-01-29 11:15:50.400000+00:00
11794,70,"gemeindeverband, koeln, warnung, best, slovakia",2,2021-01-29 11:15:50.400000+00:00
11795,74,"wettertrend, orkanboeen, stadt, stillstand, geldmi",1,2021-01-29 11:15:50.400000+00:00
11796,76,"crashs, winterchaos, woehrlmuehle, landesgartenschau, starker",5,2021-01-29 11:15:50.400000+00:00
11797,79,"tauwetter, baerbock, reutern, glaeserzell, pfuetze",1,2021-01-29 11:15:50.400000+00:00
11798,81,"metern, rheinpegel, steigt, rheinstraße, klettert",2,2021-01-29 11:15:50.400000+00:00
11799,82,"meter, wasser, kajak, schiffsansammlung, schlauchboot",1,2021-01-29 11:15:50.400000+00:00
11800,84,"pisse, steigerungen, recherchieren, sonderfundbuero, leuchttuerme",1,2021-01-29 11:15:50.400000+00:00
11801,86,"altstadt, wasser, eiskalt, wassertemperatur, braunkohleabbau",2,2021-01-29 11:15:50.400000+00:00
11802,87,"obdachlosen, befreien, polizei, hilfeprogramme, volkshilfe",1,2021-01-29 11:15:50.400000+00:00
11803,92,"hafensperrtor, geschlossen, sommerdeich, zons, schwarzwaldbahn",1,2021-01-29 11:15:50.400000+00:00
11804,93,"meinka, jaehriger, gerettet, dschungelcamp, gift",1,2021-01-29 11:15:50.400000+00:00
11805,94,"aktualisierte, info, liegt, mehr, pegel",2,2021-01-29 11:15:50.400000+00:00
11806,97,"freilandmuseum, horderfluss, kochecke, siebengebirgslinie, jhd",1,2021-01-29 11:15:50.400000+00:00
11807,113,"freiwilligen, verkehrsunfaelle, schlauchbootfahrer, freiwilligefeuerwehr, feuerwehrleute",1,2021-01-29 11:15:50.400000+00:00
11808,115,"bedroht, schutzdamms, hundertjaehrlichen, effektiver, piwipp",1,2021-01-29 11:15:50.400000+00:00
11809,123,"beginnen, industrielle, queenmary, stormchasing, deagle",2,2021-01-29 11:15:50.400000+00:00
11810,129,"check, km, stadtgemeinde, regentsunami, hane",1,2021-01-29 11:15:50.400000+00:00
11811,131,"impressionen, suedwestfalen, elbufer, yachthafen, allroad",1,2021-01-29 11:15:50.400000+00:00
11812,134,"biersdorf, stadtverordnetenversammlung, artikel, stausee, catering",1,2021-01-29 11:15:50.400000+00:00
11813,141,"einsatzmaßnahmen, wasser, megafon, loeschgruppenfahrzeug, pumpt",1,2021-01-29 11:15:50.400000+00:00
11814,150,"schifffahrtssperre, stroemungsretter, stadt, kanufahrer, ortfaehre",1,2021-01-29 11:15:50.400000+00:00
11815,157,"gerettet, stadtgemeinde, tests, luftverkehr, rekordeinsaetzen",1,2021-01-29 11:15:50.400000+00:00
11816,174,"niederschlagsfronten, kleinerem, leichte, tauwetter, ortsspitze",3,2021-01-29 11:15:50.400000+00:00
11817,184,"zeitzeugin, marburg, moepsen, elefantendame, baumwipfelpfad",1,2021-01-29 11:15:50.400000+00:00
11818,188,"sensationstouristen, schuldig, abfall, nissan, arbeitskollegin",1,2021-01-29 11:15:50.400000+00:00
11819,192,"ortschaeden, community, fußballer, dramaturgenleben, plastiktueten",1,2021-01-29 11:15:50.400000+00:00
11820,221,"faehranleger, norden, steigender, ortpromenade, schutzmauer",1,2021-01-29 11:15:50.400000+00:00
11821,222,"pfuetzenstadt, wasserbarrieren, vermisstensuche, schutzkonzeptes, abwasserrohr",1,2021-01-29 11:15:50.400000+00:00
11822,228,"altstadt, wasser, deponie, innovationsfoerderung, kontaminiert",1,2021-01-29 11:15:50.400000+00:00
11823,236,"duerfte, mittwoch, dammbrueche, fuehrten, rohr",1,2021-01-29 11:15:50.400000+00:00
11824,243,"verlassen, rhein, weststau, wetterradar, durchschnaufe",1,2021-01-29 11:15:50.400000+00:00
11825,247,"viele, fuerchterlichen, illerradweg, grey, kurzschließen",1,2021-01-29 11:15:50.400000+00:00
11826,251,"rheingida, bootsverkehr, hael, ausgebremst, autofrei",3,2021-01-29 11:15:50.400000+00:00
11827,252,"finsterau, vichtbach, staedteregion, greenpeace, farb",1,2021-01-29 11:15:50.400000+00:00
11828,255,"catastrophic, storms, deutschland, cathedral, extremeweather",1,2021-01-29 11:15:50.400000+00:00
11829,256,"stundenlang, altstadt, muelldeponie, waldbranduebung, explosion",1,2021-01-29 11:15:50.400000+00:00
11830,275,"rheinschifffahrt, steigen, dpa, hotelschiffe, teletext",4,2021-01-29 11:15:50.400000+00:00
11831,293,"schlimmstes, modeste, stadtbekannte, sehhund, tabellenspitze",1,2021-01-29 11:15:50.400000+00:00
11832,295,"geoeffnet, dragons, cheats, badwindsheim, ooooooop",1,2021-01-29 11:15:50.400000+00:00
11833,299,"verlassen, tauwetter, rhein, regen, montagmorgen",1,2021-01-29 11:15:50.400000+00:00
11834,302,"ffw, geoeffnet, traumatisiert, rechtsextremen, garnix",1,2021-01-29 11:15:50.400000+00:00
11835,303,"natur, gendert, kernenergie, stadtgemeinde, kirche",1,2021-01-29 11:15:50.400000+00:00
11836,331,"betonbaender, reiten, wazplus, westerwaldstraße, maut",1,2021-01-29 11:15:50.400000+00:00
11837,352,"wochenende, drei, krems, kitsch, intensitaet",1,2021-01-29 11:15:50.400000+00:00
11838,368,"schwiegermutter, schwager, tennisspieler, arborttskollegin, seebaederkaje",1,2021-01-29 11:15:50.400000+00:00
11839,369,"region, tendenz, innovationen, wettervorhersagemodelle, ausverkauftes",1,2021-01-29 11:15:50.400000+00:00
11840,379,"stadtgemeinde, erfreulicher, gahrenbereich, frischwass, quadfreunde",1,2021-01-29 11:15:50.400000+00:00
11841,418,"moselstadt, hochleistungspumpen, spektakulaer, strongerlonger, wipse",1,2021-01-29 11:15:50.400000+00:00
11842,429,"schreckliche, abnimmt, notlag, kriegsgebiete, gallier",1,2021-01-29 11:15:50.400000+00:00
11843,467,"wetterentwicklung, scheint, wasserhoechststand, urbane, neuendorf",1,2021-01-29 11:15:50.400000+00:00
11844,475,"anstiege, sensoren, wettertiming, arbeitskleidung, zusammenbricht",1,2021-01-29 11:15:50.400000+00:00
11845,-1,"radausflug, stroemungsfreien, gefuehrten, lost, altenflugplatz",36,2021-01-30 08:02:29.142857216+00:00
11846,0,"bundesland, wasserwirtschaftsaemter, genauere, unteren, hochwasser",18,2021-01-30 08:02:29.142857216+00:00
11847,2,"parkplaetze, stadt, krankheitserregern, bauingenieure, ortwarnung",1,2021-01-30 08:02:29.142857216+00:00
11848,3,"buedinger, tauwetter, spuren, heftiges, altstadt",6,2021-01-30 08:02:29.142857216+00:00
11849,9,"geldspende, pflegearbeiten, hilfeleistung, pizzakarton, obdachlosen",1,2021-01-30 08:02:29.142857216+00:00
11850,10,"rettungsdienste, polizeiinspektion, pluenderungsversuchen, polizeipraesidiums, polizeistaat",2,2021-01-30 08:02:29.142857216+00:00
11851,14,"disruptive, regional, angrenzenden, unwetters, waschen",1,2021-01-30 08:02:29.142857216+00:00
11852,15,"laufstrecke, blauer, ruhige, gesperrt, verkehrsbehinderungen",1,2021-01-30 08:02:29.142857216+00:00
11853,23,"gestartet, mikroorganismen, lehren, dornroeschenschlaf, krimi",1,2021-01-30 08:02:29.142857216+00:00
11854,25,"svsfcn, nerven, stadtgemeinde, pfarrstraße, rums",1,2021-01-30 08:02:29.142857216+00:00
11855,28,"norden, wetter, schneeschmelze, schneechaos, tauwetterbedingtes",2,2021-01-30 08:02:29.142857216+00:00
11856,35,"lawinengefahr, geschlossen, hoch, mountainbike, entspannt",2,2021-01-30 08:02:29.142857216+00:00
11857,40,"stadtgemeinde, wasserspaß, balkhauser, risikogebiet, schlaf",1,2021-01-30 08:02:29.142857216+00:00
11858,43,"irgendwie, militaerische, navarra, wupp, unsterblich",1,2021-01-30 08:02:29.142857216+00:00
11859,47,"stormhour, thephotohour, myphoto, photography, wenholthausen",1,2021-01-30 08:02:29.142857216+00:00
11860,50,"stadt, hochwasser, nk, januar, fischauktionshalle",1,2021-01-30 08:02:29.142857216+00:00
11861,54,"rhein, befoerdert, upnor, empoerung, hoehr",1,2021-01-30 08:02:29.142857216+00:00
11862,56,"strahlendem, frische, luft, nachmittag, haie",1,2021-01-30 08:02:29.142857216+00:00
11863,65,"metern, update, blitzeinschlag, voraussichtlicher, stadtfest",1,2021-01-30 08:02:29.142857216+00:00
11864,67,"openstreetmap, energiestadt, farmsen, fynn, klimageblubber",1,2021-01-30 08:02:29.142857216+00:00
11865,76,"starker, regen, rhein, ortufern, schneeschmelze",1,2021-01-30 08:02:29.142857216+00:00
11866,78,"amts, gen, maischberger, lenssen, niederortbruecke",1,2021-01-30 08:02:29.142857216+00:00
11867,81,"klettert, rheins, meter, up, rheinstraße",3,2021-01-30 08:02:29.142857216+00:00
11868,92,"trockene, meter, sommerdeich, westliche, orkanartiger",1,2021-01-30 08:02:29.142857216+00:00
11869,93,"regional, meter, dschungelcamp, gift, korbinianbruecke",1,2021-01-30 08:02:29.142857216+00:00
11870,94,"aktualisierte, info, liegt, mehr, pegel",2,2021-01-30 08:02:29.142857216+00:00
11871,109,"moselstraße, zeitzeugen, ddbnetzwerk, großveranstaltungen, weggejagt",1,2021-01-30 08:02:29.142857216+00:00
11872,113,"schlauchbootfahrer, freiwilligefeuerwehr, kameraden, einsatzplanung, sandsackwall",1,2021-01-30 08:02:29.142857216+00:00
11873,117,"nordwesten, wetter, land, suedliches, glut",1,2021-01-30 08:02:29.142857216+00:00
11874,118,"kanews, feuerwehr, stadtgemeinde, erlebnisse, unterschaetzt",1,2021-01-30 08:02:29.142857216+00:00
11875,124,"pflegeheime, rheinkirmes, blind, feie, lohbruegge",1,2021-01-30 08:02:29.142857216+00:00
11876,126,"spaziergaengern, notlage, gerettet, kaninchen, tierschutzverein",2,2021-01-30 08:02:29.142857216+00:00
11877,129,"kleinen, sinken, blitzeinschlaege, regentsunami, nordstrand",1,2021-01-30 08:02:29.142857216+00:00
11878,152,"twitterlaufgruppe, clubhouse, wunderbarer, sonntagmorgen, danke",1,2021-01-30 08:02:29.142857216+00:00
11879,161,"spielzeugeier, wirbelt, pipeline, tagderfeuchtgebiete, roche",1,2021-01-30 08:02:29.142857216+00:00
11880,162,"stadt, dramatischen, keep, mittwochvormittag, kreispolizeibehoerden",1,2021-01-30 08:02:29.142857216+00:00
11881,175,"wurttemberg, wasserkraft, stauwehr, invadersfamily, bienenstoecke",1,2021-01-30 08:02:29.142857216+00:00
11882,178,"rheins, schifffahrt, wasser, langsam, jedi",2,2021-01-30 08:02:29.142857216+00:00
11883,180,"wettera, helene, charme, gattersburg, kasselberger",1,2021-01-30 08:02:29.142857216+00:00
11884,182,"vollgelaufenen, vollsortimenter, rbrs, unsicherheiten, dauerwiederholung",1,2021-01-30 08:02:29.142857216+00:00
11885,183,"darwinawards, breisgau, facebook, feuerwehr, unwetterkatastrophen",1,2021-01-30 08:02:29.142857216+00:00
11886,184,"zeitzeugin, booster, skulptur, butterhanne, elefantendame",1,2021-01-30 08:02:29.142857216+00:00
11887,188,"gelacht, tourismus, steigt, straßenmuell, abfall",1,2021-01-30 08:02:29.142857216+00:00
11888,191,"gestiegen, gemessene, tiefstpunkt, rheins, jemals",4,2021-01-30 08:02:29.142857216+00:00
11889,203,"stadt, hochwasser, cellos, dankemerkel, kasselberg",1,2021-01-30 08:02:29.142857216+00:00
11890,204,"klein, wetterlage, zumindest, riskierst, starkre",1,2021-01-30 08:02:29.142857216+00:00
11891,206,"parkplaetze, eifelplatz, brettspielladens, wettergeschehens, kunstrasenplatz",1,2021-01-30 08:02:29.142857216+00:00
11892,224,"altenhafen, hochdruckwetter, hagelschaden, fußgaengerweg, durchflussverhaeltnissen",1,2021-01-30 08:02:29.142857216+00:00
11893,225,"ueberlfutungsmarke, blieb, update, schlimmste, stadtgemeinschaft",1,2021-01-30 08:02:29.142857216+00:00
11894,235,"rheinwiesen, extremsport, archiv, wakeboard, gauland",1,2021-01-30 08:02:29.142857216+00:00
11895,255,"snow, melting, city, flooding, deutschland",1,2021-01-30 08:02:29.142857216+00:00
11896,273,"wegefuehrung, checkt, geblieben, ne, proberaum",1,2021-01-30 08:02:29.142857216+00:00
11897,275,"teletext, hotelschiffe, wetterverhaeltnisse, schiffsverkehr, rheinschifffahrt",1,2021-01-30 08:02:29.142857216+00:00
11898,281,"franken, mediathek, schockierende, videoclip, plottwist",1,2021-01-30 08:02:29.142857216+00:00
11899,284,"neunjaehriger, gerettet, hose, landkreisbautzen, bahnfahrer",1,2021-01-30 08:02:29.142857216+00:00
11900,297,"stadtgemeinde, lounge, iphones, blockierten, kreuzfahrern",1,2021-01-30 08:02:29.142857216+00:00
11901,299,"bereitet, montagmorgen, class, eislaeufer, grundguetiger",1,2021-01-30 08:02:29.142857216+00:00
11902,341,"ortboeen, boellerschuesse, deilbachhammer, wetterde, schnellt",1,2021-01-30 08:02:29.142857216+00:00
11903,357,"geschnitzt, walls, finnischen, campinginsel, packerl",1,2021-01-30 08:02:29.142857216+00:00
11904,359,"rhein, studiogast, willkommhoeft, urlaubsplanung, weggefahren",1,2021-01-30 08:02:29.142857216+00:00
11905,363,"magistrat, spende, waldhilsbach, hiking, nachbarschaftsaktion",1,2021-01-30 08:02:29.142857216+00:00
11906,364,"schornstein, schweinebraten, ortrosse, bebauungsplanaenderung, ausgepumpt",1,2021-01-30 08:02:29.142857216+00:00
11907,366,"swb, bus, bahn, bahnhofstraße, ratespiel",1,2021-01-30 08:02:29.142857216+00:00
11908,378,"informationen, rhein, via, permanenten, colonia",1,2021-01-30 08:02:29.142857216+00:00
11909,388,"allesimfluss, news, katastrophales, abschlussbericht, vorangeschritten",1,2021-01-30 08:02:29.142857216+00:00
11910,398,"rheinland, vandalismus, orkane, latestagecapitalism, emotionalste",1,2021-01-30 08:02:29.142857216+00:00
11911,440,"falle, gummistiefelte, charakte, schamlosen, prophet",1,2021-01-30 08:02:29.142857216+00:00
11912,452,"minecraft, skywars, videos, memes, hotvideo",1,2021-01-30 08:02:29.142857216+00:00
11913,466,"woche, stauziel, kaffeemaschinen, mittelfristig, ansteigende",1,2021-01-30 08:02:29.142857216+00:00
11914,-1,"shuttlebus, vogelsberg, meldestufenueberschreitungen, pirat, sachschaeden",25,2021-01-31 04:49:07.885714432+00:00
11915,0,"bundesland, wasserwirtschaftsaemter, genauere, unteren, hochwasser",15,2021-01-31 04:49:07.885714432+00:00
11916,2,"pegel, stadt, krankheitserregern, ortwarnung, bauingenieure",1,2021-01-31 04:49:07.885714432+00:00
11917,3,"montagmorgen, metern, tauwetter, rheinpegel, prognosen",9,2021-01-31 04:49:07.885714432+00:00
11918,4,"hochwasser, leegebruch, starkniederschlaege, kanalsiebe, bohrarbeiten",1,2021-01-31 04:49:07.885714432+00:00
11919,5,"linie, unwetterwarnung, regenwand, kalten, warnstufen",1,2021-01-31 04:49:07.885714432+00:00
11920,6,"ueberlaufen, gaffer, schoen, autos, trailrunning",1,2021-01-31 04:49:07.885714432+00:00
11921,7,"warn, stromausfall, katastrophenschutz, reserve, tankstel",1,2021-01-31 04:49:07.885714432+00:00
11922,9,"cotabo, obdachlosen, team, corona, pflegearbeiten",1,2021-01-31 04:49:07.885714432+00:00
11923,10,"wasserschutzpolizei, gerettet, zwei, stadtgemeinde, pluenderungsversuchen",3,2021-01-31 04:49:07.885714432+00:00
11924,12,"hitdorf, landscapephotography, nature, headline, nachrichtenagentur",2,2021-01-31 04:49:07.885714432+00:00
11925,13,"remschuetz, aquado, kitesurfing, orientierungspunkt, luebeckerbucht",1,2021-01-31 04:49:07.885714432+00:00
11926,15,"straßen, verkehrsbehinderungen, verkehrschaos, verkehrseinschraenkungen, straßensperrungen",1,2021-01-31 04:49:07.885714432+00:00
11927,22,"moewen, griese, waves, patriarchat, ostwetterlage",1,2021-01-31 04:49:07.885714432+00:00
11928,25,"kirmes, westfalen, nordrhein, region, kreis",2,2021-01-31 04:49:07.885714432+00:00
11929,28,"starkes, schneeschmelze, metern, warnung, wetter",4,2021-01-31 04:49:07.885714432+00:00
11930,31,"praezise, blubb, elbufer, margretenhaun, taharrush",1,2021-01-31 04:49:07.885714432+00:00
11931,35,"vorteile, viele, mountainbike, entspannt, preiswerte",1,2021-01-31 04:49:07.885714432+00:00
11932,37,"naturundumwelt, pressemitteilung, winter, wellenbad, fessenheim",2,2021-01-31 04:49:07.885714432+00:00
11933,39,"fuenf, feuerwehr, gedaechtniskirche, kreiseuskirchen, sueddeutsche",1,2021-01-31 04:49:07.885714432+00:00
11934,42,"bundesstraße, mosel, update, hegering, landesprogramm",1,2021-01-31 04:49:07.885714432+00:00
11935,49,"wald, beginnt, kupferdreh, aufgewachsen, mcwitala",1,2021-01-31 04:49:07.885714432+00:00
11936,50,"stadt, hochwasser, nk, januar, fischauktionshalle",3,2021-01-31 04:49:07.885714432+00:00
11937,54,"gartenanlage, großflaechig, unwette, empoerung, sturmtiefburglind",1,2021-01-31 04:49:07.885714432+00:00
11938,56,"stadt, haie, winters, minuten, freitagmittag",1,2021-01-31 04:49:07.885714432+00:00
11939,65,"steigt, rhein, blitzeinschlag, voraussichtlicher, stadtfest",2,2021-01-31 04:49:07.885714432+00:00
11940,67,"altstadt, fynn, heißluftballons, irgersdorf, kliemann",1,2021-01-31 04:49:07.885714432+00:00
11941,78,"wirgehenbadenmitihr, manchmal, mosel, maischberger, lenssen",2,2021-01-31 04:49:07.885714432+00:00
11942,86,"gastronom, schlafen, sanktaugustin, unspektakulaeres, saisonvorbereitung",1,2021-01-31 04:49:07.885714432+00:00
11943,94,"aktualisierte, info, liegt, mehr, pegel",4,2021-01-31 04:49:07.885714432+00:00
11944,106,"stadt, bildbeweis, bauexperten, hochwasser, neugestaltung",1,2021-01-31 04:49:07.885714432+00:00
11945,117,"wasser, suedliches, hyper, sit, sohns",1,2021-01-31 04:49:07.885714432+00:00
11946,144,"sky, coach, landscape, weinzierl, stundengenaue",1,2021-01-31 04:49:07.885714432+00:00
11947,161,"spielzeugeier, durcheinander, wirbelt, luftraum, flops",1,2021-01-31 04:49:07.885714432+00:00
11948,190,"regionen, viele, doitschland, landtagssitzung, polderstreit",1,2021-01-31 04:49:07.885714432+00:00
11949,196,"dringenden, wechsel, lassen, sv, hessenligisten",1,2021-01-31 04:49:07.885714432+00:00
11950,204,"kinzig, moeglich, steigt, rhein, landkreis",3,2021-01-31 04:49:07.885714432+00:00
11951,208,"elementarschadenversicherung, elementarversicherungen, versicherungsschutz, verbraucherzentrale, versicherungsbranche",1,2021-01-31 04:49:07.885714432+00:00
11952,221,"tauwetter, meter, regen, steigender, ortpromenade",2,2021-01-31 04:49:07.885714432+00:00
11953,224,"stadt, surferwellen, hochdruckwetter, hagelschaden, durchflussverhaeltnissen",1,2021-01-31 04:49:07.885714432+00:00
11954,226,"landkreis, tcl, erbach, solarclock, clock",1,2021-01-31 04:49:07.885714432+00:00
11955,227,"bausoftwarehaus, stadtteil, intelligente, meerbusc, daswettergehtsmiretwasaufdenkeks",2,2021-01-31 04:49:07.885714432+00:00
11956,231,"fahrradtour, februar, drum, heldenblut, boese",1,2021-01-31 04:49:07.885714432+00:00
11957,239,"containerterminal, hafengeburtstag, arbre, moselpromenade, tide",1,2021-01-31 04:49:07.885714432+00:00
11958,255,"deutschland, catastrophic, severe, underwater, hailstorm",1,2021-01-31 04:49:07.885714432+00:00
11959,259,"bedrohliche, luftaufnahmen, krankmeldungen, zuagroasda, totalausfall",1,2021-01-31 04:49:07.885714432+00:00
11960,261,"entwarnung, regen, gabriels, bombendrohung, antennethueringen",1,2021-01-31 04:49:07.885714432+00:00
11961,275,"teletext, tieferliegenden, hotelschiffe, wetterverhaeltnisse, schiffsverkehr",1,2021-01-31 04:49:07.885714432+00:00
11962,295,"regenmengen, bleiben, fischladen, dragons, badwindsheim",1,2021-01-31 04:49:07.885714432+00:00
11963,314,"wald, spontanen, riverside, pegelturm, landy",1,2021-01-31 04:49:07.885714432+00:00
11964,333,"faktor, altstadt, kosten, geld, buergerpflicht",1,2021-01-31 04:49:07.885714432+00:00
11965,366,"landesstraße, bahnhofstraße, haltestellenbereichs, joggern, ratespiel",4,2021-01-31 04:49:07.885714432+00:00
11966,376,"behelfsbruecke, pflanzenmaterial, todgeweihten, aqua, hinrichs",2,2021-01-31 04:49:07.885714432+00:00
11967,405,"tauwetter, unwetterlage, bombenexplosion, griechenland, parkplatzsuche",1,2021-01-31 04:49:07.885714432+00:00
11968,410,"kontakt, wasser, rotebruecke, optimale, soma",1,2021-01-31 04:49:07.885714432+00:00
11969,429,"situation, gallier, kriegsgebiete, abnimmt, notlag",1,2021-01-31 04:49:07.885714432+00:00
11970,446,"hoehepunkt, niedriger, altstadt, fernwaermeleitungen, schlossortergtunnel",3,2021-01-31 04:49:07.885714432+00:00
11971,460,"brrr, fuehlten, ulbricht, baunagram, beleidigt",1,2021-01-31 04:49:07.885714432+00:00
11972,-1,"telefonservice, vinylcommunity, obligatorische, logport, grietherort",16,2021-02-01 22:22:25.371428608+00:00
11973,0,"bundesland, wasserwirtschaftsaemter, genauere, unteren, hochwasser",17,2021-02-01 22:22:25.371428608+00:00
11974,3,"spaziergang, pegelstand, rheinpegel, schnell, warum",4,2021-02-01 22:22:25.371428608+00:00
11975,6,"nieselwetter, homberg, rheinturm, regen, trailrunning",2,2021-02-01 22:22:25.371428608+00:00
11976,13,"anstieg, aquado, kitesurfing, orientierungspunkt, ortmerkel",1,2021-02-01 22:22:25.371428608+00:00
11977,15,"parkplaetze, geschlossen, straßen, verkehrsbehinderungen, verkehrschaos",1,2021-02-01 22:22:25.371428608+00:00
11978,18,"tweets, heute, servicetweet, retweeten, lasttweet",1,2021-02-01 22:22:25.371428608+00:00
11979,22,"lehr, blaeckfoeoes, porta, vorstadt, klassiker",3,2021-02-01 22:22:25.371428608+00:00
11980,23,"retro, eimol, bilder, mikroorganismen, lehren",2,2021-02-01 22:22:25.371428608+00:00
11981,25,"anzusehen, pfarrstraße, rums, martin, otter",1,2021-02-01 22:22:25.371428608+00:00
11982,27,"schutzwand, parkplaetze, alten, gesperrt, traktor",1,2021-02-01 22:22:25.371428608+00:00
11983,33,"meldestufenueberschreitungen, moeglich, sommer, regenmenge, unwettergefahr",1,2021-02-01 22:22:25.371428608+00:00
11984,35,"stadt, mountainbike, normalbetrieb, nothaft, suevenstraße",2,2021-02-01 22:22:25.371428608+00:00
11985,39,"hyatt, regency, moeht, pass, geldherrin",1,2021-02-01 22:22:25.371428608+00:00
11986,49,"tourist, schauen, halben, aufgewachsen, tonner",1,2021-02-01 22:22:25.371428608+00:00
11987,50,"stadt, hochwasser, nk, januar, fischauktionshalle",1,2021-02-01 22:22:25.371428608+00:00
11988,56,"poller, stueck, konnte, winters, freitagmittag",1,2021-02-01 22:22:25.371428608+00:00
11989,65,"rheinpegel, metern, wasserstand, langsam, steigt",5,2021-02-01 22:22:25.371428608+00:00
11990,70,"spziergang, rheinpark, best, slovakia, norm",1,2021-02-01 22:22:25.371428608+00:00
11991,72,"hochwasser, goodbye, didi, osc, puma",1,2021-02-01 22:22:25.371428608+00:00
11992,81,"maintower, neun, meter, steigt, rheinstraße",2,2021-02-01 22:22:25.371428608+00:00
11993,92,"stadt, hochwasser, sommerdeich, zons, hafensperrtor",1,2021-02-01 22:22:25.371428608+00:00
11994,94,"aktualisierte, info, liegt, mehr, pegel",7,2021-02-01 22:22:25.371428608+00:00
11995,97,"rlp, freilandmuseum, jhd, friedberg, egofm",1,2021-02-01 22:22:25.371428608+00:00
11996,131,"polizei, elbufer, yachthafen, telegramm, allroad",2,2021-02-01 22:22:25.371428608+00:00
11997,150,"wasserpegel, dpa, steigt, schifffahrtssperre, stroemungsretter",2,2021-02-01 22:22:25.371428608+00:00
11998,152,"bitte, morgen, vormittag, villafohrde, shoobamusic",1,2021-02-01 22:22:25.371428608+00:00
11999,156,"meter, wasserstand, ehepaar, rapper, xatar",1,2021-02-01 22:22:25.371428608+00:00
12000,158,"spiegel, rhein, stadt, kachelmannwetter, vergleichen",1,2021-02-01 22:22:25.371428608+00:00
12001,161,"bleiben, spielzeugeier, tagderfeuchtgebiete, rhodius, roche",1,2021-02-01 22:22:25.371428608+00:00
12002,169,"kehrtwende, dickopsbach, vierzig, shietwetter, referenzmenge",1,2021-02-01 22:22:25.371428608+00:00
12003,170,"hessenschau, hydrology, servicepoint, geschaeftsfuehr, informationspunkte",1,2021-02-01 22:22:25.371428608+00:00
12004,171,"ausblick, duesseldorf, rhein, objekt, dachgeschoss",1,2021-02-01 22:22:25.371428608+00:00
12005,203,"stadt, hochwasser, cellos, dankemerkel, kasselberg",1,2021-02-01 22:22:25.371428608+00:00
12006,204,"witterung, allerdings, haetteste, riskierst, duemmer",1,2021-02-01 22:22:25.371428608+00:00
12007,207,"weiteres, stadtgemeinde, hitdorfer, containerriesen, marktsc",1,2021-02-01 22:22:25.371428608+00:00
12008,210,"stadtgemeinde, bortnutzortr, regenguss, naorthort, ostpark",2,2021-02-01 22:22:25.371428608+00:00
12009,231,"hessischen, drum, heldenblut, kreuzfahrtterminal, schuetzenstraße",1,2021-02-01 22:22:25.371428608+00:00
12010,250,"psa, testen, drum, ahrweiler, wetterticker",1,2021-02-01 22:22:25.371428608+00:00
12011,251,"pfalz, rheinland, bootsverkehr, rheingida, orangener",2,2021-02-01 22:22:25.371428608+00:00
12012,252,"sonnenuntergang, wolken, natur, rhein, greenpeace",1,2021-02-01 22:22:25.371428608+00:00
12013,263,"mittagspause, sigma, badenonline, anziehen, hhwahl",1,2021-02-01 22:22:25.371428608+00:00
12014,273,"kombination, corona, fußboden, vielglueck, wegefuehrung",1,2021-02-01 22:22:25.371428608+00:00
12015,291,"deutsches, bildergalerie, hbf, adventskalender, trending",2,2021-02-01 22:22:25.371428608+00:00
12016,299,"nordrhein, schnell, steigt, rhein, montagmorgen",1,2021-02-01 22:22:25.371428608+00:00
12017,316,"parkplaetze, searches, suedwest, klosterbuch, stigma",1,2021-02-01 22:22:25.371428608+00:00
